"","Term","Ont","N","DE","P.DE"
"1685","terpene metabolic process","BP",2,1,0.0457706525560406
"1686","terpene catabolic process","BP",2,1,0.0457706525560406
"1687","antifungal innate immune response","BP",2,1,0.0457706525560406
"1688","prenylcysteine catabolic process","BP",2,1,0.0457706525560406
"1689","prenylcysteine metabolic process","BP",2,1,0.0457706525560406
"1690","acetyl-CoA catabolic process","BP",2,1,0.0457706525560406
"1691","distal tubule morphogenesis","BP",2,1,0.0457706525560406
"1692","L-kynurenine metabolic process","BP",2,1,0.0457706525560406
"1693","prolyl-tRNA aminoacylation","BP",2,1,0.0457706525560406
"1694","10-formyltetrahydrofolate catabolic process","BP",2,1,0.0457706525560406
"1695","folic acid-containing compound catabolic process","BP",2,1,0.0457706525560406
"1696","pteridine-containing compound catabolic process","BP",2,1,0.0457706525560406
"1697","histidine biosynthetic process","BP",2,1,0.0457706525560406
"1698","renal potassium excretion","BP",2,1,0.0457706525560406
"1699","renal absorption","BP",15,2,0.0460425131961447
"1700","glomerular epithelium development","BP",15,2,0.0460425131961447
"1701","saliva secretion","BP",15,2,0.0460425131961447
"1702","terpenoid biosynthetic process","BP",15,2,0.0460425131961447
"1703","long-chain fatty acid biosynthetic process","BP",15,2,0.0460425131961447
"1704","pseudopodium organization","BP",15,2,0.0460425131961447
"1705","epithelial cell differentiation involved in prostate gland development","BP",15,2,0.0460425131961447
"1706","positive regulation of killing of cells of other organism","BP",15,2,0.0460425131961447
"1707","V(D)J recombination","BP",15,2,0.0460425131961447
"1708","iron ion transmembrane transport","BP",15,2,0.0460425131961447
"1709","regulation of developmental pigmentation","BP",15,2,0.0460425131961447
"1710","MHC class II biosynthetic process","BP",15,2,0.0460425131961447
"1711","regulation of extracellular matrix disassembly","BP",15,2,0.0460425131961447
"1712","glial cell fate commitment","BP",15,2,0.0460425131961447
"1713","regulation of secondary metabolic process","BP",15,2,0.0460425131961447
"1714","interleukin-6-mediated signaling pathway","BP",15,2,0.0460425131961447
"1715","kinetochore assembly","BP",15,2,0.0460425131961447
"1716","surfactant homeostasis","BP",15,2,0.0460425131961447
"1717","eyelid development in camera-type eye","BP",15,2,0.0460425131961447
"1718","negative regulation of axon regeneration","BP",15,2,0.0460425131961447
"1719","inositol phosphate dephosphorylation","BP",15,2,0.0460425131961447
"1720","regulation of axon extension","BP",112,6,0.046080483070932
"1721","body fluid secretion","BP",112,6,0.046080483070932
"1722","regulation of nucleocytoplasmic transport","BP",112,6,0.046080483070932
"1723","negative regulation of MAPK cascade","BP",171,8,0.04608560144608
"1724","in utero embryonic development","BP",538,19,0.0464995888014941
"1725","muscle cell proliferation","BP",234,10,0.0467396724698111
"1726","regulation of cyclase activity","BP",35,3,0.0467510365341503
"1727","regulation of intracellular estrogen receptor signaling pathway","BP",35,3,0.0467510365341503
"1728","aromatic amino acid family metabolic process","BP",35,3,0.0467510365341503
"1729","monovalent inorganic anion homeostasis","BP",35,3,0.0467510365341503
"1730","regulation of reproductive process","BP",172,8,0.0474025547916357
"1731","regulation of oxidoreductase activity","BP",85,5,0.0474293365387682
"1732","neural crest cell development","BP",85,5,0.0474293365387682
"1733","response to glucocorticoid","BP",85,5,0.0474293365387682
"1734","vascular process in circulatory system","BP",203,9,0.0474647299243619
"1735","cold-induced thermogenesis","BP",142,7,0.0475732482074251
"1736","regulation of cold-induced thermogenesis","BP",142,7,0.0475732482074251
"1737","negative regulation of epithelial cell proliferation","BP",142,7,0.0475732482074251
"1738","positive regulation of calcium ion transport into cytosol","BP",59,4,0.0476778041554285
"1739","neural crest cell migration","BP",59,4,0.0476778041554285
"1740","endocrine hormone secretion","BP",59,4,0.0476778041554285
"1741","interleukin-10 production","BP",59,4,0.0476778041554285
"1742","regulation of cell-matrix adhesion","BP",113,6,0.0477570923800432
"1743","negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","BP",113,6,0.0477570923800432
"1744","epithelial cell apoptotic process","BP",113,6,0.0477570923800432
"1745","regulation of neural precursor cell proliferation","BP",113,6,0.0477570923800432
"1746","axonogenesis","BP",470,17,0.0479499068734991
"1747","regulation of tube diameter","BP",173,8,0.048743821664265
"1748","regulation of blood vessel size","BP",173,8,0.048743821664265
"1749","regulation of blood vessel diameter","BP",173,8,0.048743821664265
"1750","steroid metabolic process","BP",301,12,0.0487909306117162
"1751","carboxylic acid transport","BP",301,12,0.0487909306117162
"1752","cardiac muscle cell differentiation","BP",143,7,0.0490724007370783
"1753","sensory perception of pain","BP",143,7,0.0490724007370783
"1754","interleukin-1 beta production","BP",86,5,0.0494415808297188
"1755","calcium ion import","BP",86,5,0.0494415808297188
"1756","excitatory postsynaptic potential","BP",86,5,0.0494415808297188
"1757","dicarboxylic acid metabolic process","BP",86,5,0.0494415808297188
"1758","positive regulation of leukocyte mediated cytotoxicity","BP",86,5,0.0494415808297188
"1759","blood vessel endothelial cell migration","BP",114,6,0.0494709513652758
"1760","leukocyte activation involved in immune response","BP",269,11,0.0496940109764078
"1761","organic acid transport","BP",302,12,0.0497963567902026
"1762","negative regulation of cell projection organization","BP",205,9,0.049932375786163
