"","Term","Ont","N","DE","P.DE"
"1682","histidine biosynthetic process","BP",2,1,0.0457817773753599
"1683","renal potassium excretion","BP",2,1,0.0457817773753599
"1684","cellular component assembly","BP",2793,78,0.0459907625432354
"1685","renal absorption","BP",15,2,0.0460629170341516
"1686","glomerular epithelium development","BP",15,2,0.0460629170341516
"1687","saliva secretion","BP",15,2,0.0460629170341516
"1688","positive regulation of glutamate receptor signaling pathway","BP",15,2,0.0460629170341516
"1689","positive regulation of interleukin-6 biosynthetic process","BP",15,2,0.0460629170341516
"1690","positive regulation of phagocytosis, engulfment","BP",15,2,0.0460629170341516
"1691","positive regulation of membrane invagination","BP",15,2,0.0460629170341516
"1692","terpenoid biosynthetic process","BP",15,2,0.0460629170341516
"1693","long-chain fatty acid biosynthetic process","BP",15,2,0.0460629170341516
"1694","pseudopodium organization","BP",15,2,0.0460629170341516
"1695","epithelial cell differentiation involved in prostate gland development","BP",15,2,0.0460629170341516
"1696","regulation of killing of cells of other organism","BP",15,2,0.0460629170341516
"1697","V(D)J recombination","BP",15,2,0.0460629170341516
"1698","regulation of extracellular matrix disassembly","BP",15,2,0.0460629170341516
"1699","glial cell fate commitment","BP",15,2,0.0460629170341516
"1700","regulation of secondary metabolic process","BP",15,2,0.0460629170341516
"1701","interleukin-6-mediated signaling pathway","BP",15,2,0.0460629170341516
"1702","kinetochore assembly","BP",15,2,0.0460629170341516
"1703","surfactant homeostasis","BP",15,2,0.0460629170341516
"1704","macrophage activation involved in immune response","BP",15,2,0.0460629170341516
"1705","eyelid development in camera-type eye","BP",15,2,0.0460629170341516
"1706","negative regulation of axon regeneration","BP",15,2,0.0460629170341516
"1707","carbohydrate phosphorylation","BP",15,2,0.0460629170341516
"1708","inositol phosphate dephosphorylation","BP",15,2,0.0460629170341516
"1709","negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","BP",112,6,0.0461256580002783
"1710","polysaccharide metabolic process","BP",112,6,0.0461256580002783
"1711","body fluid secretion","BP",112,6,0.0461256580002783
"1712","regulation of nucleocytoplasmic transport","BP",112,6,0.0461256580002783
"1713","negative regulation of MAPK cascade","BP",171,8,0.0461399922561468
"1714","regulation of reproductive process","BP",171,8,0.0461399922561468
"1715","negative regulation of epithelial cell proliferation","BP",141,7,0.0461536004988944
"1716","regulation of cyclase activity","BP",35,3,0.0467793135959434
"1717","regulation of intracellular estrogen receptor signaling pathway","BP",35,3,0.0467793135959434
"1718","positive regulation of interleukin-12 production","BP",35,3,0.0467793135959434
"1719","aromatic amino acid family metabolic process","BP",35,3,0.0467793135959434
"1720","muscle cell proliferation","BP",234,10,0.0468029795176301
"1721","cellular modified amino acid metabolic process","BP",172,8,0.0474582874009964
"1722","regulation of blood vessel size","BP",172,8,0.0474582874009964
"1723","regulation of oxidoreductase activity","BP",85,5,0.0474703787023378
"1724","neural crest cell development","BP",85,5,0.0474703787023378
"1725","response to glucocorticoid","BP",85,5,0.0474703787023378
"1726","cell junction assembly","BP",203,9,0.047524813532085
"1727","cold-induced thermogenesis","BP",142,7,0.0476245911488265
"1728","regulation of cold-induced thermogenesis","BP",142,7,0.0476245911488265
"1729","cardiac muscle cell differentiation","BP",142,7,0.0476245911488265
"1730","regulation of cellular response to growth factor stimulus","BP",267,11,0.0476405280120371
"1731","positive regulation of calcium ion transport into cytosol","BP",59,4,0.0477131854785956
"1732","neural crest cell migration","BP",59,4,0.0477131854785956
"1733","endocrine hormone secretion","BP",59,4,0.0477131854785956
"1734","regulation of cell-matrix adhesion","BP",113,6,0.0478037024354311
"1735","epithelial cell apoptotic process","BP",113,6,0.0478037024354311
"1736","regulation of neural precursor cell proliferation","BP",113,6,0.0478037024354311
"1737","import across plasma membrane","BP",113,6,0.0478037024354311
"1738","leukocyte activation involved in immune response","BP",268,11,0.0486947794566401
"1739","regulation of tube size","BP",173,8,0.0488009130211578
"1740","positive regulation of multi-organism process","BP",173,8,0.0488009130211578
"1741","organic hydroxy compound metabolic process","BP",471,17,0.0488201461256184
"1742","carboxylic acid transport","BP",301,12,0.048864366124267
"1743","regulation of neuron death","BP",368,14,0.0488832726591316
"1744","sensory perception of pain","BP",143,7,0.0491251444887276
"1745","peptidyl-amino acid modification","BP",1128,35,0.0493427522426561
"1746","calcium ion import","BP",86,5,0.0494841528469541
"1747","excitatory postsynaptic potential","BP",86,5,0.0494841528469541
"1748","dicarboxylic acid metabolic process","BP",86,5,0.0494841528469541
"1749","positive regulation of leukocyte mediated cytotoxicity","BP",86,5,0.0494841528469541
"1750","blood vessel endothelial cell migration","BP",114,6,0.0495190184479984
"1751","organic acid transport","BP",302,12,0.0498710761223561
"1752","negative regulation of cell projection organization","BP",205,9,0.0499951320586246
